0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,
0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,
0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,
0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,
0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,
0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,
0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,
0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,
0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,
0.15,0.15,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.2857142857142857,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.7142857142857143,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,1.1428571428571428,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,
